Mõõtmise aeg,elektrijuhtivus,hägusus,hapnik,pH
01.03.2023 00:00,1147,76.15,12.51,7.8
28.02.2023 23:55,1149,75.63,12.51,7.8
28.02.2023 23:50,1151,75.16,12.48,7.8
28.02.2023 23:45,1152,74.54,12.52,7.8
28.02.2023 23:40,1153,74.34,12.51,7.8
28.02.2023 23:35,1155,75.28,12.53,7.8
28.02.2023 23:30,1156,73.89,12.51,7.8
28.02.2023 23:25,1157,72.88,12.53,7.8
28.02.2023 23:20,1158,73.06,12.55,7.8
28.02.2023 23:15,1159,73.69,12.54,7.8
28.02.2023 23:10,1160,74.87,12.51,7.8
28.02.2023 23:05,1161,77.44,12.54,7.8
28.02.2023 23:00,1162,77.74,12.55,7.8
28.02.2023 22:55,1163,78.83,12.57,7.8
28.02.2023 22:50,1164,80.75,12.57,7.8
28.02.2023 22:45,1164,81.07,12.57,7.8
28.02.2023 22:40,1165,82.38,12.57,7.8
28.02.2023 22:35,1166,83.5,12.59,7.8
28.02.2023 22:30,1167,83.48,12.6,7.8
28.02.2023 22:25,1167,84.25,12.58,7.8
28.02.2023 22:20,1167,83.73,12.57,7.8
28.02.2023 22:15,1166,81.52,12.62,7.8
28.02.2023 22:10,1166,81.45,12.6,7.8
28.02.2023 22:05,1165,81.3,12.62,7.8
28.02.2023 22:00,1166,79.64,12.64,7.8
28.02.2023 21:55,1164,79.45,12.65,7.8
28.02.2023 21:50,1163,78.8,12.66,7.8
28.02.2023 21:45,1162,78.35,12.65,7.8
28.02.2023 21:40,1160,77.8,12.64,7.8
28.02.2023 21:35,1158,75.68,12.63,7.8
28.02.2023 21:30,1157,74.11,12.66,7.8
28.02.2023 21:25,1156,73.94,12.61,7.8
28.02.2023 21:20,1155,72.55,12.65,7.8
28.02.2023 21:15,1154,71.2,12.62,7.8
28.02.2023 21:10,1153,72.91,12.62,7.8
28.02.2023 21:05,1152,72.14,12.62,7.8
28.02.2023 21:00,1151,71.88,12.61,7.8
28.02.2023 20:55,1150,71.2,12.6,7.8
28.02.2023 20:50,1149,71.39,12.58,7.8
28.02.2023 20:45,1149,72.73,12.56,7.79
28.02.2023 20:40,1148,75.84,12.58,7.79
28.02.2023 20:35,1147,75.16,12.56,7.79
28.02.2023 20:30,1146,79.97,12.57,7.79
28.02.2023 20:25,1145,92.39,12.61,7.79
28.02.2023 20:20,1144,62.36,12.55,7.79
28.02.2023 20:15,1142,60.04,12.51,7.79
28.02.2023 20:10,1140,58.52,12.53,7.79
28.02.2023 20:05,1138,56.29,12.52,7.79
28.02.2023 20:00,1137,54.74,12.54,7.79
28.02.2023 19:55,1133,53.33,12.51,7.79
28.02.2023 19:50,1131,52.42,12.51,7.79
28.02.2023 19:45,1127,50.41,12.5,7.79
28.02.2023 19:40,1124,49.65,12.5,7.79
28.02.2023 19:35,1120,49.04,12.47,7.79
28.02.2023 19:30,1116,47.37,12.46,7.78
28.02.2023 19:25,1112,47.73,12.47,7.78
28.02.2023 19:20,1108,44.71,12.45,7.78
28.02.2023 19:15,1105,47.23,12.45,7.78
28.02.2023 19:10,1101,92.05,12.42,7.78
28.02.2023 19:05,1098,93.05,12.42,7.78
28.02.2023 19:00,1095,95.46,12.42,7.78
28.02.2023 18:55,1093,96.43,12.42,7.78
28.02.2023 18:50,1090,97.45,12.45,7.78
28.02.2023 18:45,1088,97.91,12.39,7.77
28.02.2023 18:40,1085,100.7,12.43,7.77
28.02.2023 18:35,1083,103.05,12.42,7.77
28.02.2023 18:30,1080,107.42,12.45,7.77
28.02.2023 18:25,1077,95.08,12.45,7.77
28.02.2023 18:20,1074,55.87,12.44,7.77
28.02.2023 18:15,1070,54.44,12.42,7.77
28.02.2023 18:10,1067,53.2,12.45,7.77
28.02.2023 18:05,1064,51.17,12.47,7.78
28.02.2023 18:00,1060,49.98,12.44,7.77
28.02.2023 17:55,1057,49.52,12.45,7.77
28.02.2023 17:50,1054,48.96,12.48,7.77
28.02.2023 17:45,1051,48.75,12.49,7.77
28.02.2023 17:40,1047,48.95,12.52,7.78
28.02.2023 17:35,1044,49.98,12.54,7.78
28.02.2023 17:30,1040,51.71,12.55,7.78
28.02.2023 17:25,1036,50.19,12.59,7.79
28.02.2023 17:20,1032,49.3,12.6,7.79
28.02.2023 17:15,1028,47.19,12.6,7.79
28.02.2023 17:10,1024,45.33,12.61,7.79
28.02.2023 17:05,1019,42.97,12.64,7.79
28.02.2023 17:00,1014,42.98,12.63,7.79
28.02.2023 16:55,1009,40.93,12.64,7.79
28.02.2023 16:50,1004,97.3,12.64,7.79
28.02.2023 16:45,998,138.68,12.68,7.79
28.02.2023 16:40,993,59.53,12.68,7.79
28.02.2023 16:35,987,56.35,12.7,7.79
28.02.2023 16:30,981,53.82,12.69,7.79
28.02.2023 16:25,975,52.84,12.67,7.79
28.02.2023 16:20,968,51.55,12.75,7.79
28.02.2023 16:15,961,49.01,12.72,7.79
28.02.2023 16:10,954,46.73,12.71,7.79
28.02.2023 16:05,947,46.51,12.72,7.79
28.02.2023 16:00,941,47.26,12.73,7.79
28.02.2023 15:55,935,48.8,12.75,7.78
28.02.2023 15:50,929,48.53,12.74,7.78
28.02.2023 15:45,923,104.91,12.78,7.78
28.02.2023 15:40,918,107.96,12.77,7.78
28.02.2023 15:35,915,109.86,12.78,7.78
28.02.2023 15:30,912,68.18,12.8,7.79
28.02.2023 15:25,909,65.52,12.8,7.79
28.02.2023 15:20,907,63.68,12.81,7.79
28.02.2023 15:15,906,61.2,12.81,7.79
28.02.2023 15:10,905,59.05,12.8,7.8
28.02.2023 15:05,904,56.31,12.82,7.8
28.02.2023 15:00,903,53.03,12.8,7.8
28.02.2023 14:55,903,50.87,12.8,7.8
28.02.2023 14:50,903,48.6,12.81,7.8
28.02.2023 14:45,902,46.6,12.79,7.8
28.02.2023 14:40,902,44.19,12.8,7.8
28.02.2023 14:35,902,43.79,12.8,7.8
28.02.2023 14:30,902,42.98,12.8,7.8
28.02.2023 14:25,902,43.06,12.85,7.8
28.02.2023 14:20,903,41.14,12.81,7.81
28.02.2023 14:15,904,40.38,12.8,7.81
28.02.2023 14:10,904,41.15,12.82,7.81
28.02.2023 14:05,905,42.3,12.8,7.81
28.02.2023 14:00,906,41.86,12.8,7.81
28.02.2023 13:55,907,42.84,12.81,7.81
28.02.2023 13:50,909,43.17,12.82,7.81
28.02.2023 13:45,910,41.47,12.81,7.81
28.02.2023 13:40,911,40.98,12.79,7.81
28.02.2023 13:35,913,40.2,12.8,7.81
28.02.2023 13:30,914,44.91,12.79,7.82
28.02.2023 13:25,915,47.87,12.78,7.82
28.02.2023 13:20,917,47.71,12.79,7.82
28.02.2023 13:15,917,47.77,12.79,7.82
28.02.2023 13:10,917,48.54,12.8,7.82
28.02.2023 13:05,918,48.35,12.8,7.82
28.02.2023 13:00,918,48.89,12.79,7.82
28.02.2023 12:55,919,50.27,12.8,7.82
28.02.2023 12:50,919,51.89,12.79,7.82
28.02.2023 12:45,918,51.47,12.79,7.82
28.02.2023 12:40,919,47.89,12.76,7.82
28.02.2023 12:35,919,46.25,12.81,7.82
28.02.2023 12:30,919,46.36,12.78,7.82
28.02.2023 12:25,920,45.45,12.78,7.82
28.02.2023 12:20,921,45.03,12.77,7.82
28.02.2023 12:15,922,44.89,12.74,7.82
28.02.2023 12:10,922,44.42,12.77,7.82
28.02.2023 12:05,923,44.3,12.77,7.82
28.02.2023 12:00,923,40.29,12.73,7.82
28.02.2023 11:55,924,43.47,12.74,7.82
28.02.2023 11:50,925,125.76,12.72,7.82
28.02.2023 11:45,925,53.82,12.72,7.82
28.02.2023 11:40,926,53.79,12.74,7.81
28.02.2023 11:35,927,53.99,12.75,7.81
28.02.2023 11:30,927,53.39,12.7,7.81
28.02.2023 11:25,928,52.95,12.72,7.81
28.02.2023 11:20,929,49.98,12.71,7.81
28.02.2023 11:15,930,49.68,12.71,7.81
28.02.2023 11:10,930,48.71,12.72,7.81
28.02.2023 11:05,931,47.94,12.71,7.81
28.02.2023 11:00,932,47.35,12.69,7.81
28.02.2023 10:55,932,47,12.7,7.81
28.02.2023 10:50,933,41.5,12.71,7.81
28.02.2023 10:45,934,35.73,12.72,7.81
28.02.2023 10:40,935,32.7,12.72,7.81
28.02.2023 10:35,935,30.83,12.72,7.81
28.02.2023 10:30,936,29.17,12.71,7.81
28.02.2023 10:25,937,27.85,12.67,7.81
28.02.2023 10:20,937,26.2,12.68,7.81
28.02.2023 10:15,939,25.3,12.7,7.81
28.02.2023 10:10,939,24.48,12.67,7.81
28.02.2023 10:05,940,23.98,12.68,7.81
28.02.2023 10:00,941,24.74,12.65,7.81
28.02.2023 09:55,942,26.62,12.67,7.81
28.02.2023 09:50,943,27.1,12.66,7.81
28.02.2023 09:45,944,23.17,12.67,7.8
28.02.2023 09:40,944,118.55,12.66,7.8
28.02.2023 09:35,945,110.87,12.66,7.8
28.02.2023 09:30,946,102.02,12.68,7.8
28.02.2023 09:25,946,94.48,12.68,7.8
28.02.2023 09:20,947,38.41,12.67,7.8
28.02.2023 09:15,948,33.26,12.68,7.8
28.02.2023 09:10,948,29.6,12.64,7.8
28.02.2023 09:05,949,26.22,12.64,7.8
28.02.2023 09:00,950,24.03,12.65,7.8
28.02.2023 08:55,950,22.55,12.67,7.8
28.02.2023 08:50,950,20.74,12.64,7.8
28.02.2023 08:45,951,19.8,12.65,7.8
28.02.2023 08:40,951,124.08,12.67,7.8
28.02.2023 08:35,952,116.6,12.64,7.8
28.02.2023 08:30,952,107.42,12.63,7.8
28.02.2023 08:25,953,101.01,12.61,7.8
28.02.2023 08:20,953,102.1,12.61,7.8
28.02.2023 08:15,954,42.68,12.61,7.8
28.02.2023 08:10,954,37.49,12.63,7.8
28.02.2023 08:05,955,32.99,12.65,7.8
28.02.2023 08:00,956,30.08,12.64,7.8
28.02.2023 07:55,956,27.14,12.62,7.8
28.02.2023 07:50,957,30.66,12.65,7.8
28.02.2023 07:45,957,140.19,12.67,7.81
28.02.2023 07:40,958,133.17,12.66,7.81
28.02.2023 07:35,959,129.69,12.66,7.81
28.02.2023 07:30,959,124.13,12.65,7.81
28.02.2023 07:25,960,113.97,12.67,7.81
28.02.2023 07:20,961,113,12.68,7.81
28.02.2023 07:15,962,108.39,12.66,7.81
28.02.2023 07:10,963,103.92,12.67,7.81
28.02.2023 07:05,964,48.09,12.7,7.81
28.02.2023 07:00,964,45.16,12.73,7.81
28.02.2023 06:55,966,40.28,12.71,7.81
28.02.2023 06:50,967,35.15,12.72,7.81
28.02.2023 06:45,968,30.06,12.72,7.81
28.02.2023 06:40,969,27.41,12.71,7.81
28.02.2023 06:35,970,29.64,12.73,7.81
28.02.2023 06:30,970,166.02,12.71,7.81
28.02.2023 06:25,972,154.78,12.73,7.81
28.02.2023 06:20,973,152.4,12.71,7.81
28.02.2023 06:15,974,145.9,12.75,7.81
28.02.2023 06:10,975,138.34,12.7,7.81
28.02.2023 06:05,976,130.03,12.73,7.81
28.02.2023 06:00,977,113.12,12.72,7.81
28.02.2023 05:55,978,112.02,12.72,7.81
28.02.2023 05:50,979,48.39,12.71,7.81
28.02.2023 05:45,980,44.32,12.7,7.81
28.02.2023 05:40,981,40.23,12.72,7.81
28.02.2023 05:35,981,39.62,12.73,7.81
28.02.2023 05:30,982,38.9,12.72,7.81
28.02.2023 05:25,982,38.16,12.73,7.81
28.02.2023 05:20,984,40.76,12.73,7.81
28.02.2023 05:15,984,42.41,12.74,7.8
28.02.2023 05:10,984,35.2,12.74,7.8
28.02.2023 05:05,985,121.78,12.71,7.8
28.02.2023 05:00,985,117.44,12.7,7.81
28.02.2023 04:55,986,112.12,12.73,7.81
28.02.2023 04:50,986,111.91,12.74,7.81
28.02.2023 04:45,987,110.3,12.73,7.81
28.02.2023 04:40,988,108.5,12.73,7.81
28.02.2023 04:35,989,109.66,12.72,7.81
28.02.2023 04:30,989,108.67,12.72,7.81
28.02.2023 04:25,990,110.45,12.72,7.8
28.02.2023 04:20,990,109.58,12.74,7.8
28.02.2023 04:15,990,104.2,12.71,7.8
28.02.2023 04:10,990,99.93,12.74,7.8
28.02.2023 04:05,990,67.96,12.72,7.8
28.02.2023 04:00,991,64.05,12.73,7.8
28.02.2023 03:55,991,62.03,12.73,7.8
28.02.2023 03:50,991,59.42,12.72,7.8
28.02.2023 03:45,991,56,12.72,7.8
28.02.2023 03:40,992,51.96,12.72,7.8
28.02.2023 03:35,991,47.17,12.73,7.81
28.02.2023 03:30,991,44.11,12.74,7.8
28.02.2023 03:25,991,42.97,12.74,7.8
28.02.2023 03:20,991,42,12.73,7.8
28.02.2023 03:15,990,42.23,12.73,7.8
28.02.2023 03:10,990,41.84,12.75,7.81
28.02.2023 03:05,990,40.34,12.74,7.81
28.02.2023 03:00,990,38.31,12.77,7.81
28.02.2023 02:55,990,37.89,12.75,7.8
28.02.2023 02:50,990,37.01,12.71,7.81
28.02.2023 02:45,989,37.52,12.73,7.81
28.02.2023 02:40,989,38.67,12.73,7.81
28.02.2023 02:35,990,37.52,12.75,7.81
28.02.2023 02:30,990,36.1,12.77,7.81
28.02.2023 02:25,990,34.08,12.76,7.81
28.02.2023 02:20,989,32.69,12.79,7.81
28.02.2023 02:15,990,31,12.77,7.81
28.02.2023 02:10,990,29.86,12.76,7.81
28.02.2023 02:05,990,26.72,12.77,7.81
28.02.2023 02:00,990,182.83,12.76,7.81
28.02.2023 01:55,990,163.75,12.77,7.81
28.02.2023 01:50,991,146.26,12.79,7.81
28.02.2023 01:45,992,140.38,12.77,7.81
28.02.2023 01:40,992,135.3,12.8,7.81
28.02.2023 01:35,993,128.91,12.8,7.81
28.02.2023 01:30,994,122.68,12.78,7.81
28.02.2023 01:25,995,120.7,12.79,7.81
28.02.2023 01:20,996,116.6,12.77,7.81
28.02.2023 01:15,997,113.68,12.76,7.81
28.02.2023 01:10,998,113.96,12.76,7.81
28.02.2023 01:05,999,111.72,12.78,7.81
28.02.2023 01:00,1000,107.77,12.79,7.81
28.02.2023 00:55,1001,102.75,12.76,7.8
28.02.2023 00:50,1002,97.68,12.74,7.8
28.02.2023 00:45,1003,90.27,12.75,7.8
28.02.2023 00:40,1003,57.69,12.76,7.8
28.02.2023 00:35,1004,52.99,12.74,7.8
28.02.2023 00:30,1004,46.23,12.74,7.8
28.02.2023 00:25,1005,108.52,12.75,7.8
28.02.2023 00:20,1005,118.58,12.73,7.8
28.02.2023 00:15,1006,113.37,12.68,7.8
28.02.2023 00:10,1005,103.52,12.69,7.8
28.02.2023 00:05,1005,106.45,12.67,7.8
28.02.2023 00:00,1004,101.82,12.69,7.8
27.02.2023 23:55,1004,67.71,12.67,7.8
27.02.2023 23:50,1004,66.64,12.68,7.79
27.02.2023 23:45,1004,67.47,12.64,7.79
27.02.2023 23:40,1004,66.84,12.66,7.79
27.02.2023 23:35,1003,64.22,12.62,7.79
27.02.2023 23:30,1003,61.09,12.65,7.79
27.02.2023 23:25,1003,57.66,12.65,7.79
27.02.2023 23:20,1003,55.02,12.66,7.79
27.02.2023 23:15,1003,51.41,12.63,7.79
27.02.2023 23:10,1003,47.45,12.64,7.79
27.02.2023 23:05,1003,43.65,12.63,7.79
27.02.2023 23:00,1003,41.48,12.64,7.79
27.02.2023 22:55,1003,38.3,12.61,7.79
27.02.2023 22:50,1003,36.19,12.63,7.79
27.02.2023 22:45,1003,35.57,12.61,7.79
27.02.2023 22:40,1003,34.18,12.63,7.79
27.02.2023 22:35,1003,33.32,12.61,7.79
27.02.2023 22:30,1003,31.21,12.6,7.79
27.02.2023 22:25,1003,30.05,12.59,7.78
27.02.2023 22:20,1002,31.1,12.59,7.78
27.02.2023 22:15,1001,324.14,12.6,7.78
27.02.2023 22:10,1000,319.69,12.58,7.78
27.02.2023 22:05,1000,312.83,12.6,7.78
27.02.2023 22:00,999,316.72,12.58,7.77
27.02.2023 21:55,998,377.37,12.58,7.78
27.02.2023 21:50,997,231.27,12.58,7.78
27.02.2023 21:45,996,213.69,12.62,7.78
27.02.2023 21:40,995,195.98,12.59,7.78
27.02.2023 21:35,995,179.41,12.67,7.78
27.02.2023 21:30,2,174.94,14.02,7.78
27.02.2023 21:25,991,169.78,12.46,7.78
27.02.2023 21:20,991,159.98,12.44,7.78
27.02.2023 21:15,991,155.68,12.45,7.78
27.02.2023 21:10,991,152.56,12.46,7.78
27.02.2023 21:05,991,148.87,12.44,7.78
27.02.2023 21:00,991,145.49,12.44,7.78
27.02.2023 20:55,989,142.4,12.42,7.78
27.02.2023 20:50,988,143.55,12.41,7.78
27.02.2023 20:45,987,145.44,12.42,7.78
27.02.2023 20:40,986,150.87,12.42,7.78
27.02.2023 20:35,984,154,12.4,7.78
27.02.2023 20:30,982,160.72,12.4,7.78
27.02.2023 20:25,980,166.53,12.41,7.78
27.02.2023 20:20,978,174.51,12.38,7.78
27.02.2023 20:15,975,180.98,12.39,7.78
27.02.2023 20:10,973,201.36,12.36,7.78
27.02.2023 20:05,971,218.36,12.4,7.78
27.02.2023 20:00,969,234.93,12.41,7.78
27.02.2023 19:55,967,249.3,12.38,7.78
27.02.2023 19:50,964,249.1,12.4,7.78
27.02.2023 19:45,962,249.86,12.41,7.78
27.02.2023 19:40,961,241.07,12.42,7.77
27.02.2023 19:35,958,232.45,12.42,7.77
27.02.2023 19:30,956,222.92,12.44,7.77
27.02.2023 19:25,953,213.47,12.44,7.77
27.02.2023 19:20,952,190.17,12.42,7.78
27.02.2023 19:15,950,171.47,12.44,7.78
27.02.2023 19:10,948,159.31,12.47,7.78
27.02.2023 19:05,946,147.1,12.46,7.78
27.02.2023 19:00,944,132.09,12.46,7.78
27.02.2023 18:55,943,114.14,12.49,7.78
27.02.2023 18:50,943,110.63,12.51,7.78
27.02.2023 18:45,942,102.87,12.52,7.78
27.02.2023 18:40,941,95.81,12.51,7.78
27.02.2023 18:35,941,93.57,12.52,7.78
27.02.2023 18:30,939,85.75,12.52,7.78
27.02.2023 18:25,938,497.77,12.52,7.78
27.02.2023 18:20,937,484.29,12.55,7.78
27.02.2023 18:15,937,458.75,12.56,7.78
27.02.2023 18:10,936,430.67,12.56,7.78
27.02.2023 18:05,934,401.72,12.53,7.78
27.02.2023 18:00,933,380.42,12.57,7.78
27.02.2023 17:55,932,363.19,12.56,7.78
27.02.2023 17:50,930,347.25,12.57,7.78
27.02.2023 17:45,929,328.72,12.59,7.78
27.02.2023 17:40,928,308.77,12.6,7.78
27.02.2023 17:35,927,287.63,12.61,7.78
27.02.2023 17:30,926,271.06,12.59,7.78
27.02.2023 17:25,926,258.13,12.59,7.78
27.02.2023 17:20,925,248.37,12.61,7.78
27.02.2023 17:15,925,241.31,12.58,7.78
27.02.2023 17:10,925,240.18,12.61,7.78
27.02.2023 17:05,924,241.91,12.61,7.78
27.02.2023 17:00,924,246.84,12.6,7.78
27.02.2023 16:55,924,249.06,12.6,7.78
27.02.2023 16:50,925,251.89,12.62,7.78
27.02.2023 16:45,925,282.07,12.61,7.78
27.02.2023 16:40,925,310.64,12.6,7.78
27.02.2023 16:35,926,335.81,12.56,7.78
27.02.2023 16:30,927,361.77,12.59,7.78
27.02.2023 16:25,927,385.37,12.6,7.78
27.02.2023 16:20,928,410.31,12.57,7.78
27.02.2023 16:15,929,431.91,12.58,7.78
27.02.2023 16:10,929,447.49,12.57,7.78
27.02.2023 16:05,930,464.07,12.55,7.78
27.02.2023 16:00,931,474.24,12.56,7.78
27.02.2023 15:55,931,458.33,12.57,7.78
27.02.2023 15:50,933,440.51,12.55,7.78
27.02.2023 15:45,934,425.55,12.55,7.78
27.02.2023 15:40,934,416.58,12.56,7.78
27.02.2023 15:35,935,404.83,12.55,7.78
27.02.2023 15:30,936,395.63,12.55,7.79
27.02.2023 15:25,936,386.01,12.53,7.79
27.02.2023 15:20,937,377.17,12.53,7.79
27.02.2023 15:15,938,368.49,12.53,7.79
27.02.2023 15:10,938,364.76,12.53,7.79
27.02.2023 15:05,939,362.63,12.51,7.79
27.02.2023 15:00,940,365.5,12.54,7.79
27.02.2023 14:55,940,376.9,12.54,7.79
27.02.2023 14:50,940,360.88,12.53,7.78
27.02.2023 14:45,941,252.45,12.54,7.78
27.02.2023 14:40,942,243.5,12.53,7.78
27.02.2023 14:35,942,233.83,12.52,7.79
27.02.2023 14:30,943,224.56,12.53,7.79
27.02.2023 14:25,944,218.59,12.52,7.79
27.02.2023 14:20,945,219.42,12.53,7.79
27.02.2023 14:15,946,219.55,12.49,7.78
27.02.2023 14:10,946,211.89,12.49,7.78
27.02.2023 14:05,947,203.49,12.57,7.78
27.02.2023 14:00,947,184.86,12.53,7.78
27.02.2023 13:55,948,175.29,12.51,7.78
27.02.2023 13:50,948,164.68,12.52,7.78
27.02.2023 13:45,948,156.26,12.53,7.78
27.02.2023 13:40,948,145.68,12.51,7.78
27.02.2023 13:35,948,369.44,12.52,7.78
27.02.2023 13:30,948,286.5,12.5,7.78
27.02.2023 13:25,949,283.73,12.5,7.78
27.02.2023 13:20,949,279.25,12.5,7.77
27.02.2023 13:15,949,269.24,12.5,7.78
27.02.2023 13:10,949,261.83,12.5,7.78
27.02.2023 13:05,949,253.89,12.53,7.78
27.02.2023 13:00,950,247.86,12.5,7.78
27.02.2023 12:55,950,233.11,12.5,7.78
27.02.2023 12:50,951,219.9,12.49,7.78
27.02.2023 12:45,952,202.16,12.49,7.78
27.02.2023 12:40,953,183.24,12.5,7.78
27.02.2023 12:35,953,168.29,12.49,7.78
27.02.2023 12:30,954,154.22,12.47,7.78
27.02.2023 12:25,955,143.39,12.47,7.78
27.02.2023 12:20,956,134.42,12.48,7.78
27.02.2023 12:15,957,125.8,12.47,7.78
27.02.2023 12:10,958,121.64,12.44,7.78
27.02.2023 12:05,959,118.11,12.47,7.78
27.02.2023 12:00,960,113.13,12.43,7.78
27.02.2023 11:55,961,112.19,12.44,7.78
27.02.2023 11:50,962,112.54,12.45,7.78
27.02.2023 11:45,963,111.7,12.44,7.78
27.02.2023 11:40,963,109.28,12.43,7.78
27.02.2023 11:35,964,104.67,12.43,7.78
27.02.2023 11:30,965,103.57,12.43,7.78
27.02.2023 11:25,965,46.52,12.41,7.78
27.02.2023 11:20,966,43.18,12.42,7.78
27.02.2023 11:15,967,39.72,12.41,7.78
27.02.2023 11:10,967,38.23,12.42,7.78
27.02.2023 11:05,968,37.15,12.41,7.78
27.02.2023 11:00,969,35.7,12.4,7.78
27.02.2023 10:55,970,34.63,12.39,7.78
27.02.2023 10:50,971,34.15,12.38,7.78
27.02.2023 10:45,971,35.35,12.36,7.78
27.02.2023 10:40,972,35.09,12.35,7.78
27.02.2023 10:35,973,34.56,12.37,7.78
27.02.2023 10:30,974,36.03,12.35,7.78
27.02.2023 10:25,975,38.27,12.33,7.78
27.02.2023 10:20,977,290.58,12.32,7.77
27.02.2023 10:15,978,281.95,12.31,7.77
27.02.2023 10:10,980,279.37,12.31,7.77
27.02.2023 10:05,981,279.49,12.31,7.77
27.02.2023 10:00,983,279.01,12.31,7.77
27.02.2023 09:55,984,278.6,12.28,7.77
27.02.2023 09:50,986,276.52,12.28,7.76
27.02.2023 09:45,988,271.27,12.28,7.76
27.02.2023 09:40,990,264.41,12.27,7.76
27.02.2023 09:35,992,257.43,12.25,7.76
27.02.2023 09:30,994,246.39,12.26,7.76
27.02.2023 09:25,995,238.91,12.22,7.76
27.02.2023 09:20,996,231.92,12.22,7.76
27.02.2023 09:15,998,226.19,12.21,7.76
27.02.2023 09:10,998,220.35,12.21,7.76
27.02.2023 09:05,999,211.07,12.2,7.76
27.02.2023 09:00,999,204.88,12.21,7.76
27.02.2023 08:55,998,197.65,12.18,7.76
27.02.2023 08:50,998,195.52,12.2,7.76
27.02.2023 08:45,998,189.91,12.2,7.76
27.02.2023 08:40,998,186.69,12.2,7.75
27.02.2023 08:35,998,181.86,12.19,7.75
27.02.2023 08:30,997,168.66,12.19,7.76
27.02.2023 08:25,997,154.38,12.21,7.76
27.02.2023 08:20,998,142.52,12.23,7.76
27.02.2023 08:15,997,135.67,12.23,7.76
27.02.2023 08:10,996,128.71,12.26,7.76
27.02.2023 08:05,995,126.06,12.25,7.76
27.02.2023 08:00,994,120.16,12.24,7.76
27.02.2023 07:55,994,117.27,12.27,7.77
27.02.2023 07:50,994,115.31,12.28,7.77
27.02.2023 07:45,993,113.39,12.27,7.77
27.02.2023 07:40,993,114.07,12.28,7.76
27.02.2023 07:35,992,116.93,12.28,7.76
27.02.2023 07:30,992,120.28,12.31,7.77
27.02.2023 07:25,991,121.17,12.32,7.77
27.02.2023 07:20,990,125.45,12.31,7.76
27.02.2023 07:15,991,335.14,12.32,7.76
27.02.2023 07:10,990,321.67,12.36,7.77
27.02.2023 07:05,989,324.07,12.34,7.77
27.02.2023 07:00,989,328.44,12.36,7.77
27.02.2023 06:55,989,329.82,12.38,7.77
27.02.2023 06:50,989,329.1,12.4,7.77
27.02.2023 06:45,988,331.24,12.4,7.77
27.02.2023 06:40,987,340.55,12.41,7.77
27.02.2023 06:35,986,345.52,12.41,7.77
27.02.2023 06:30,986,356.65,12.41,7.77
27.02.2023 06:25,985,373.08,12.42,7.77
27.02.2023 06:20,984,390.81,12.42,7.77
27.02.2023 06:15,985,389.09,12.46,7.77
27.02.2023 06:10,984,382.16,12.45,7.77
27.02.2023 06:05,984,381.48,12.47,7.77
27.02.2023 06:00,983,387.76,12.49,7.77
27.02.2023 05:55,983,410.38,12.49,7.77
27.02.2023 05:50,983,241.19,12.49,7.77
27.02.2023 05:45,983,236.58,12.51,7.77
27.02.2023 05:40,982,227.21,12.51,7.77
27.02.2023 05:35,982,233.12,12.53,7.77
27.02.2023 05:30,981,209.1,12.52,7.78
27.02.2023 05:25,981,305.76,12.54,7.78
27.02.2023 05:20,981,309.1,12.54,7.78
27.02.2023 05:15,981,309.45,12.54,7.78
27.02.2023 05:10,981,296.95,12.54,7.78
27.02.2023 05:05,981,301.47,12.55,7.78
27.02.2023 05:00,980,304.39,12.56,7.78
27.02.2023 04:55,980,308.53,12.57,7.78
27.02.2023 04:50,979,314.68,12.58,7.78
27.02.2023 04:45,978,321.94,12.58,7.78
27.02.2023 04:40,978,331.38,12.59,7.78
27.02.2023 04:35,978,336.91,12.59,7.78
27.02.2023 04:30,977,341.81,12.57,7.78
27.02.2023 04:25,976,346.68,12.58,7.78
27.02.2023 04:20,976,351.54,12.58,7.78
27.02.2023 04:15,975,338.57,12.6,7.78
27.02.2023 04:10,975,325.61,12.59,7.78
27.02.2023 04:05,975,313.7,12.6,7.79
27.02.2023 04:00,974,311.72,12.61,7.79
27.02.2023 03:55,974,333.91,12.6,7.79
27.02.2023 03:50,974,360.94,12.6,7.79
27.02.2023 03:45,974,382.06,12.61,7.79
27.02.2023 03:40,974,407.8,12.61,7.79
27.02.2023 03:35,974,431.07,12.59,7.79
27.02.2023 03:30,974,451.99,12.6,7.79
27.02.2023 03:25,974,481.69,12.63,7.79
27.02.2023 03:20,975,516.72,12.6,7.79
27.02.2023 03:15,975,551.21,12.58,7.79
27.02.2023 03:10,976,570.39,12.61,7.79
27.02.2023 03:05,976,567.91,12.6,7.79
27.02.2023 03:00,976,556.59,12.62,7.79
27.02.2023 02:55,976,553.06,12.61,7.79
27.02.2023 02:50,976,542.76,12.63,7.79
27.02.2023 02:45,977,529.56,12.61,7.78
27.02.2023 02:40,977,517.36,12.6,7.78
27.02.2023 02:35,977,498.15,12.62,7.78
27.02.2023 02:30,977,474.46,12.62,7.78
27.02.2023 02:25,977,448.22,12.64,7.78
27.02.2023 02:20,976,446.08,12.62,7.78
27.02.2023 02:15,977,446.49,12.62,7.78
27.02.2023 02:10,977,448.26,12.61,7.78
27.02.2023 02:05,976,445.25,12.63,7.78
27.02.2023 02:00,976,443.83,12.64,7.78
27.02.2023 01:55,976,450.13,12.64,7.78
