Mõõtmise aeg,elektrijuhtivus,hägusus,hapnik,pH
23.01.2023 12:50,1161,73.22,12.81,7.92
23.01.2023 12:45,1161,81.33,12.79,7.92
23.01.2023 12:40,1160,93.36,12.81,7.92
23.01.2023 12:35,1160,38.26,12.79,7.91
23.01.2023 12:30,1160,39.83,12.78,7.91
23.01.2023 12:25,1160,45,12.79,7.91
23.01.2023 12:20,1160,46.76,12.76,7.91
23.01.2023 12:15,1160,69.32,12.76,7.91
23.01.2023 12:10,1159,73.84,12.77,7.91
23.01.2023 12:05,1160,78.47,12.75,7.91
23.01.2023 12:00,1159,80.02,12.76,7.91
23.01.2023 11:55,1159,81.64,12.76,7.91
23.01.2023 11:50,1160,86.12,12.76,7.91
23.01.2023 11:45,1160,87.45,12.74,7.91
23.01.2023 11:40,1160,88.76,12.73,7.91
23.01.2023 11:35,1161,91.06,12.75,7.91
23.01.2023 11:30,1161,93.68,12.71,7.91
23.01.2023 11:25,1161,97.63,12.72,7.91
23.01.2023 11:20,1162,95.56,12.73,7.91
23.01.2023 11:15,1162,93.58,12.71,7.91
23.01.2023 11:10,1162,99.76,12.72,7.91
23.01.2023 11:05,1162,102.42,12.71,7.91
23.01.2023 11:00,1162,49.01,12.69,7.91
23.01.2023 10:55,1163,44.35,12.7,7.9
23.01.2023 10:50,1163,40.58,12.72,7.9
23.01.2023 10:45,1163,36.29,12.7,7.9
23.01.2023 10:40,1163,39.95,12.72,7.9
23.01.2023 10:35,1163,41.95,12.72,7.9
23.01.2023 10:30,1163,50.44,12.71,7.89
23.01.2023 10:25,1163,170.39,12.73,7.89
23.01.2023 10:20,1164,171.81,12.71,7.89
23.01.2023 10:15,1164,173.79,12.71,7.89
23.01.2023 10:10,1164,183.5,12.74,7.89
23.01.2023 10:05,1164,180.76,12.75,7.89
23.01.2023 10:00,1165,152.03,12.75,7.89
23.01.2023 09:55,1165,154.9,12.77,7.89
23.01.2023 09:50,1165,119.73,12.76,7.9
23.01.2023 09:45,1165,54.02,12.77,7.9
23.01.2023 09:40,1166,46.98,12.78,7.89
23.01.2023 09:35,1165,50.26,12.75,7.9
23.01.2023 09:30,1166,50.29,12.77,7.9
23.01.2023 09:25,1166,110.33,12.76,7.89
23.01.2023 09:20,1166,108.52,12.77,7.9
23.01.2023 09:15,1166,108.96,12.76,7.9
23.01.2023 09:10,1166,108.37,12.78,7.9
23.01.2023 09:05,1167,108.76,12.79,7.9
23.01.2023 09:00,1167,108.49,12.79,7.9
23.01.2023 08:55,1167,99.35,12.76,7.9
23.01.2023 08:50,1167,99.45,12.78,7.9
23.01.2023 08:45,1167,101.08,12.77,7.9
23.01.2023 08:40,1167,98.07,12.76,7.9
23.01.2023 08:35,1167,93.74,12.76,7.9
23.01.2023 08:30,1167,40.41,12.76,7.9
23.01.2023 08:25,1166,35.74,12.76,7.9
23.01.2023 08:20,1166,33.95,12.73,7.9
23.01.2023 08:15,1166,33,12.74,7.9
23.01.2023 08:10,1165,30.25,12.72,7.9
23.01.2023 08:05,1165,27.67,12.71,7.9
23.01.2023 08:00,1165,29.15,12.73,7.9
23.01.2023 07:55,1165,26.86,12.71,7.9
23.01.2023 07:50,1165,20.09,12.71,7.9
23.01.2023 07:45,1165,147.43,12.7,7.91
23.01.2023 07:40,1164,139.21,12.7,7.91
23.01.2023 07:35,1164,126.96,12.7,7.9
23.01.2023 07:30,1164,121.34,12.69,7.9
23.01.2023 07:25,1164,117.76,12.69,7.9
23.01.2023 07:20,1164,110.6,12.69,7.91
23.01.2023 07:15,1164,95.54,12.67,7.9
23.01.2023 07:10,1164,55.09,12.69,7.9
23.01.2023 07:05,1164,52.22,12.66,7.9
23.01.2023 07:00,1164,50.86,12.66,7.9
23.01.2023 06:55,1164,47.7,12.68,7.9
23.01.2023 06:50,1164,45.34,12.66,7.9
23.01.2023 06:45,1165,43.71,12.64,7.91
23.01.2023 06:40,1165,51.89,12.66,7.9
23.01.2023 06:35,1165,43.39,12.64,7.9
23.01.2023 06:30,1164,137.43,12.62,7.9
23.01.2023 06:25,1165,141.57,12.62,7.9
23.01.2023 06:20,1164,140.97,12.62,7.9
23.01.2023 06:15,1164,148.64,12.59,7.9
23.01.2023 06:10,1164,139.45,12.6,7.9
23.01.2023 06:05,1164,127.49,12.61,7.89
23.01.2023 06:00,1164,123.82,12.6,7.89
23.01.2023 05:55,1163,116.48,12.57,7.89
23.01.2023 05:50,1164,108.26,12.58,7.89
23.01.2023 05:45,1164,105.59,12.57,7.89
23.01.2023 05:40,1164,107.4,12.57,7.89
23.01.2023 05:35,1164,106.09,12.53,7.89
23.01.2023 05:30,1164,124.51,12.54,7.89
23.01.2023 05:25,1165,95.64,12.56,7.89
23.01.2023 05:20,1166,34.95,12.54,7.89
23.01.2023 05:15,1167,83.74,12.54,7.89
23.01.2023 05:10,1167,95.73,12.53,7.89
23.01.2023 05:05,1168,90.72,12.54,7.89
23.01.2023 05:00,1168,382.14,12.52,7.89
23.01.2023 04:55,1169,463.08,12.52,7.89
23.01.2023 04:50,1170,227.54,12.54,7.89
23.01.2023 04:45,1170,222.17,12.52,7.88
23.01.2023 04:40,1171,224.36,12.51,7.89
23.01.2023 04:35,1172,252.35,12.51,7.88
23.01.2023 04:30,1172,254.99,12.52,7.88
23.01.2023 04:25,1173,240.48,12.54,7.88
23.01.2023 04:20,1174,178.42,12.53,7.88
23.01.2023 04:15,1175,55.91,12.55,7.89
23.01.2023 04:10,1176,39.64,12.53,7.88
23.01.2023 04:05,1177,281.84,12.51,7.88
23.01.2023 04:00,1178,252.6,12.54,7.88
23.01.2023 03:55,1179,253.72,12.52,7.88
23.01.2023 03:50,1180,52.77,12.53,7.89
23.01.2023 03:45,1182,28.87,12.49,7.89
23.01.2023 03:40,1183,127.14,12.54,7.89
23.01.2023 03:35,1185,132.49,12.54,7.89
23.01.2023 03:30,1186,138.29,12.49,7.89
23.01.2023 03:25,1187,146.58,12.54,7.89
23.01.2023 03:20,1188,153.78,12.51,7.89
23.01.2023 03:15,1189,143.64,12.5,7.89
23.01.2023 03:10,1189,156.34,12.55,7.89
23.01.2023 03:05,1189,153.87,12.53,7.88
23.01.2023 03:00,1189,185.32,12.52,7.88
23.01.2023 02:55,1189,167.42,12.53,7.88
23.01.2023 02:50,1188,108.79,12.53,7.88
23.01.2023 02:45,1187,42.99,12.57,7.88
23.01.2023 02:40,1186,27.49,12.53,7.88
23.01.2023 02:35,1185,119.25,12.54,7.88
23.01.2023 02:30,1184,112.13,12.54,7.88
23.01.2023 02:25,1183,61.1,12.53,7.88
23.01.2023 02:20,1181,47.31,12.54,7.88
23.01.2023 02:15,1180,154.87,12.55,7.88
23.01.2023 02:10,1179,161.09,12.54,7.88
23.01.2023 02:05,1178,164.3,12.54,7.88
23.01.2023 02:00,1177,173.25,12.53,7.88
23.01.2023 01:55,1177,185.72,12.57,7.88
23.01.2023 01:50,1175,204.86,12.55,7.88
23.01.2023 01:45,1175,218.77,12.57,7.89
23.01.2023 01:40,1174,254.18,12.56,7.89
23.01.2023 01:35,1174,242.9,12.56,7.89
23.01.2023 01:30,1174,200.63,12.59,7.89
23.01.2023 01:25,1173,160.76,12.57,7.89
23.01.2023 01:20,1173,44.17,12.58,7.89
23.01.2023 01:15,1173,35.53,12.56,7.89
23.01.2023 01:10,1172,50.64,12.57,7.89
23.01.2023 01:05,1172,100.12,12.57,7.89
23.01.2023 01:00,1171,121.09,12.58,7.89
23.01.2023 00:55,1172,361.34,12.57,7.89
23.01.2023 00:50,1172,484.03,12.57,7.89
23.01.2023 00:45,1172,221,12.58,7.89
23.01.2023 00:40,1172,194.82,12.59,7.89
23.01.2023 00:35,1173,143.76,12.57,7.89
23.01.2023 00:30,1173,89.76,12.58,7.89
23.01.2023 00:25,1173,468.34,12.59,7.89
23.01.2023 00:20,1174,381.22,12.56,7.89
23.01.2023 00:15,1174,391.96,12.6,7.89
23.01.2023 00:10,1175,165.82,12.56,7.89
23.01.2023 00:05,1175,123.33,12.57,7.89
23.01.2023 00:00,1176,358.81,12.59,7.89
22.01.2023 23:55,1176,369.89,12.58,7.89
22.01.2023 23:50,1176,441.96,12.57,7.89
22.01.2023 23:45,1176,368.94,12.54,7.89
22.01.2023 23:40,1176,220.45,12.54,7.89
22.01.2023 23:35,1176,204.77,12.54,7.89
22.01.2023 23:30,1176,182.95,12.54,7.89
22.01.2023 23:25,1175,121.32,12.56,7.89
22.01.2023 23:20,1176,35.87,12.55,7.89
22.01.2023 23:15,1177,153.9,12.54,7.89
22.01.2023 23:10,1178,143.95,12.53,7.89
22.01.2023 23:05,1180,117.02,12.53,7.89
22.01.2023 23:00,1181,36.54,12.52,7.89
22.01.2023 22:55,1182,125,12.5,7.88
22.01.2023 22:50,1184,146.35,12.49,7.88
22.01.2023 22:45,1185,142.9,12.48,7.88
22.01.2023 22:40,1186,131.54,12.48,7.88
22.01.2023 22:35,1188,42.23,12.49,7.88
22.01.2023 22:30,1189,30.93,12.49,7.88
22.01.2023 22:25,1190,28.05,12.46,7.88
22.01.2023 22:20,1191,142.41,12.47,7.88
22.01.2023 22:15,1192,145.82,12.46,7.88
22.01.2023 22:10,1193,148.99,12.44,7.88
22.01.2023 22:05,1194,139.2,12.42,7.88
22.01.2023 22:00,1194,146.68,12.44,7.88
22.01.2023 21:55,1195,161.32,12.41,7.88
22.01.2023 21:50,1196,183.8,12.4,7.88
22.01.2023 21:45,1196,134.22,12.41,7.88
22.01.2023 21:40,1194,110.25,12.41,7.88
22.01.2023 21:35,1193,47.55,12.41,7.88
22.01.2023 21:30,1191,416.92,12.39,7.87
22.01.2023 21:25,1188,199.96,12.42,7.87
22.01.2023 21:20,1185,156.42,12.41,7.87
22.01.2023 21:15,1182,102.77,12.44,7.87
22.01.2023 21:10,1179,45.3,12.47,7.87
22.01.2023 21:05,1177,40.31,12.48,7.87
22.01.2023 21:00,1175,116.01,12.5,7.87
22.01.2023 20:55,1174,128.82,12.53,7.88
22.01.2023 20:50,1173,110.72,12.59,7.88
22.01.2023 20:45,1173,309.9,12.59,7.88
22.01.2023 20:40,1173,345.36,12.65,7.89
22.01.2023 20:35,1173,422.47,12.63,7.89
22.01.2023 20:30,1173,173.96,12.64,7.89
22.01.2023 20:25,1173,108.67,12.66,7.89
22.01.2023 20:20,1173,65.97,12.67,7.89
22.01.2023 20:15,1173,419.76,12.67,7.89
22.01.2023 20:10,1173,384.26,12.67,7.89
22.01.2023 20:05,1172,444.54,12.68,7.89
22.01.2023 20:00,1172,181.67,12.67,7.89
22.01.2023 19:55,1172,134.24,12.68,7.9
22.01.2023 19:50,1172,109.35,12.67,7.9
22.01.2023 19:45,1171,77.19,12.71,7.9
22.01.2023 19:40,1171,374.36,12.67,7.9
22.01.2023 19:35,1170,381.02,12.7,7.9
22.01.2023 19:30,1169,373.3,12.69,7.9
22.01.2023 19:25,1169,353.3,12.69,7.9
22.01.2023 19:20,1169,366.75,12.69,7.9
22.01.2023 19:15,1169,407.94,12.71,7.9
22.01.2023 19:10,1168,373.41,12.72,7.9
22.01.2023 19:05,1167,162.63,12.7,7.89
22.01.2023 19:00,1167,148.93,12.72,7.89
22.01.2023 18:55,1167,133.36,12.71,7.89
22.01.2023 18:50,1167,130.3,12.71,7.89
22.01.2023 18:45,1166,142.58,12.72,7.89
22.01.2023 18:40,1167,157.98,12.74,7.89
22.01.2023 18:35,1167,120.1,12.74,7.89
22.01.2023 18:30,1167,82.65,12.75,7.89
22.01.2023 18:25,1167,93.83,12.75,7.89
22.01.2023 18:20,1166,55.93,12.74,7.89
22.01.2023 18:15,1166,35.41,12.75,7.88
22.01.2023 18:10,1165,139.91,12.76,7.88
22.01.2023 18:05,1164,157.15,12.77,7.88
22.01.2023 18:00,1163,162.28,12.78,7.88
22.01.2023 17:55,1163,148.43,12.76,7.88
22.01.2023 17:50,1162,128.25,12.76,7.88
22.01.2023 17:45,1161,55.42,12.76,7.88
22.01.2023 17:40,1160,55.3,12.78,7.88
22.01.2023 17:35,1160,29.8,12.79,7.88
22.01.2023 17:30,1160,530.43,12.81,7.89
22.01.2023 17:25,1160,515.06,12.82,7.89
22.01.2023 17:20,1160,477.12,12.81,7.89
22.01.2023 17:15,1161,472.33,12.8,7.89
22.01.2023 17:10,1161,472.42,12.82,7.89
22.01.2023 17:05,1162,516.13,12.81,7.89
22.01.2023 17:00,1162,516.09,12.84,7.89
22.01.2023 16:55,1162,378.53,12.84,7.89
22.01.2023 16:50,1163,190.5,12.83,7.9
22.01.2023 16:45,1163,143.66,12.83,7.89
22.01.2023 16:40,1164,407.83,12.82,7.89
22.01.2023 16:35,1164,197.49,12.8,7.89
22.01.2023 16:30,1164,214.91,12.84,7.89
22.01.2023 16:25,1164,195.68,12.84,7.89
22.01.2023 16:20,1164,194.72,12.81,7.89
22.01.2023 16:15,1164,488.83,12.85,7.89
22.01.2023 16:10,1164,427.36,12.82,7.89
22.01.2023 16:05,1164,197.76,12.85,7.89
22.01.2023 16:00,1164,164.35,12.82,7.89
22.01.2023 15:55,1164,158.73,12.85,7.89
22.01.2023 15:50,1164,64.08,12.82,7.89
22.01.2023 15:45,1164,48.32,12.87,7.89
22.01.2023 15:40,1163,474.24,12.83,7.89
22.01.2023 15:35,1162,420.3,12.85,7.89
22.01.2023 15:30,1162,388.2,12.89,7.89
22.01.2023 15:25,1162,381.02,12.85,7.89
22.01.2023 15:20,1162,358.96,12.85,7.89
22.01.2023 15:15,1161,363.3,12.86,7.89
22.01.2023 15:10,1162,368.46,12.86,7.89
22.01.2023 15:05,1161,354.19,12.87,7.89
22.01.2023 15:00,1161,369.14,12.88,7.89
22.01.2023 14:55,1161,359.82,12.86,7.89
22.01.2023 14:50,1161,355.67,12.88,7.89
22.01.2023 14:45,1161,373.7,12.86,7.89
22.01.2023 14:40,1161,380.68,12.87,7.89
22.01.2023 14:35,1161,360.65,12.87,7.89
22.01.2023 14:30,1161,376.2,12.83,7.89
22.01.2023 14:25,1161,353.66,12.85,7.89
22.01.2023 14:20,1160,386.12,12.85,7.89
22.01.2023 14:15,1160,546.05,12.84,7.89
22.01.2023 14:10,1161,209.74,12.87,7.89
22.01.2023 14:05,1161,183.46,12.83,7.89
22.01.2023 14:00,1161,178.89,12.84,7.89
22.01.2023 13:55,1161,179.3,12.83,7.88
22.01.2023 13:50,1161,166.35,12.85,7.89
22.01.2023 13:45,1161,152.38,12.85,7.89
22.01.2023 13:40,1161,138.85,12.83,7.89
22.01.2023 13:35,1161,128.68,12.82,7.88
22.01.2023 13:30,1161,129.41,12.82,7.88
22.01.2023 13:25,1160,123.47,12.82,7.88
22.01.2023 13:20,1160,139.24,12.84,7.88
22.01.2023 13:15,1159,179.14,12.83,7.88
22.01.2023 13:10,1158,181.67,12.84,7.88
22.01.2023 13:05,1158,441.93,12.82,7.88
22.01.2023 13:00,1158,185.91,12.82,7.88
22.01.2023 12:55,1157,115.4,12.81,7.88
22.01.2023 12:50,1157,51.18,12.83,7.89
22.01.2023 12:45,1157,121.22,12.84,7.89
22.01.2023 12:40,1156,173.67,12.8,7.89
22.01.2023 12:35,1156,436.24,12.81,7.89
22.01.2023 12:30,1156,620.57,12.81,7.89
22.01.2023 12:25,1156,270.37,12.81,7.89
22.01.2023 12:20,1156,258.62,12.81,7.89
22.01.2023 12:15,1156,262.01,12.79,7.88
22.01.2023 12:10,1156,249.4,12.8,7.89
22.01.2023 12:05,1156,58.49,12.79,7.89
22.01.2023 12:00,1156,52.22,12.81,7.89
22.01.2023 11:55,1157,50.42,12.78,7.88
22.01.2023 11:50,1157,124.01,12.77,7.88
22.01.2023 11:45,1157,119.94,12.78,7.89
22.01.2023 11:40,1157,122.65,12.8,7.89
22.01.2023 11:35,1157,126.85,12.78,7.88
22.01.2023 11:30,1158,115.51,12.77,7.88
22.01.2023 11:25,1158,120.5,12.73,7.88
22.01.2023 11:20,1158,135.37,12.75,7.88
22.01.2023 11:15,1158,115.01,12.73,7.88
22.01.2023 11:10,1159,109.73,12.71,7.88
22.01.2023 11:05,1159,95.3,12.73,7.88
22.01.2023 11:00,1159,44.47,12.72,7.88
22.01.2023 10:55,1160,41.4,12.69,7.88
22.01.2023 10:50,1160,38.15,12.68,7.88
22.01.2023 10:45,1161,26.6,12.68,7.88
22.01.2023 10:40,1162,148.65,12.68,7.88
22.01.2023 10:35,1162,127.62,12.66,7.88
22.01.2023 10:30,1164,37.32,12.67,7.88
22.01.2023 10:25,1165,35.56,12.68,7.88
22.01.2023 10:20,1166,25.19,12.67,7.88
22.01.2023 10:15,1167,468.84,12.65,7.87
22.01.2023 10:10,1168,414.79,12.62,7.87
22.01.2023 10:05,1168,412.91,12.65,7.87
22.01.2023 10:00,1169,161.88,12.65,7.88
22.01.2023 09:55,1168,159.43,12.61,7.87
22.01.2023 09:50,1168,155.19,12.64,7.87
22.01.2023 09:45,1167,148.63,12.62,7.87
22.01.2023 09:40,1166,140.38,12.6,7.87
22.01.2023 09:35,1165,146.52,12.59,7.87
22.01.2023 09:30,1164,158.71,12.6,7.87
22.01.2023 09:25,1163,170.74,12.59,7.87
22.01.2023 09:20,1161,190.2,12.57,7.87
22.01.2023 09:15,1160,201.03,12.59,7.86
22.01.2023 09:10,1159,230.86,12.58,7.87
22.01.2023 09:05,1157,195.17,12.59,7.86
22.01.2023 09:00,1156,155,12.57,7.86
22.01.2023 08:55,1156,42.32,12.59,7.87
22.01.2023 08:50,1155,31.93,12.59,7.87
22.01.2023 08:45,1155,27.94,12.57,7.87
22.01.2023 08:40,1154,201.61,12.57,7.87
22.01.2023 08:35,1154,170.04,12.55,7.87
22.01.2023 08:30,1154,164.35,12.56,7.87
22.01.2023 08:25,1154,182.11,12.57,7.87
22.01.2023 08:20,1154,55.42,12.57,7.87
22.01.2023 08:15,1154,53.91,12.53,7.87
22.01.2023 08:10,1154,55.26,12.51,7.87
22.01.2023 08:05,1155,56.08,12.52,7.87
22.01.2023 08:00,1154,45.76,12.51,7.86
22.01.2023 07:55,1154,27.38,12.5,7.86
22.01.2023 07:50,1154,120.09,12.49,7.86
22.01.2023 07:45,1154,137.2,12.48,7.86
22.01.2023 07:40,1154,125.42,12.47,7.86
22.01.2023 07:35,1154,118.36,12.47,7.86
22.01.2023 07:30,1154,43.16,12.44,7.86
22.01.2023 07:25,1154,31.95,12.45,7.86
22.01.2023 07:20,1154,34.88,12.43,7.86
22.01.2023 07:15,1154,127.72,12.42,7.86
22.01.2023 07:10,1155,109.34,12.4,7.86
22.01.2023 07:05,1156,97.71,12.4,7.86
22.01.2023 07:00,1156,81.21,12.38,7.85
22.01.2023 06:55,1157,92.81,12.38,7.85
22.01.2023 06:50,1157,92.45,12.39,7.85
22.01.2023 06:45,1158,53.03,12.34,7.85
22.01.2023 06:40,1159,48.57,12.35,7.85
22.01.2023 06:35,1159,86.32,12.33,7.85
22.01.2023 06:30,1160,112.68,12.34,7.85
22.01.2023 06:25,1161,38.64,12.34,7.85
22.01.2023 06:20,1162,35.61,12.32,7.85
22.01.2023 06:15,1162,29.77,12.32,7.85
22.01.2023 06:10,1163,28.82,12.31,7.85
22.01.2023 06:05,1164,26.7,12.32,7.86
22.01.2023 06:00,1165,100.35,12.27,7.85
22.01.2023 05:55,1166,85.58,12.28,7.85
22.01.2023 05:50,1166,86.6,12.27,7.85
22.01.2023 05:45,1167,111.89,12.27,7.85
22.01.2023 05:40,1168,62.1,12.23,7.85
22.01.2023 05:35,1169,53.79,12.26,7.85
22.01.2023 05:30,1169,46.4,12.23,7.85
22.01.2023 05:25,1169,124.23,12.23,7.85
22.01.2023 05:20,1171,150.57,12.23,7.85
22.01.2023 05:15,1171,49.87,12.24,7.85
22.01.2023 05:10,1171,54.48,12.24,7.85
22.01.2023 05:05,1172,52.12,12.22,7.85
22.01.2023 05:00,1173,164.62,12.26,7.84
22.01.2023 04:55,1173,127.37,12.2,7.84
22.01.2023 04:50,1174,138.2,12.22,7.84
22.01.2023 04:45,1174,184.07,12.22,7.84
22.01.2023 04:40,1175,45.76,12.22,7.84
22.01.2023 04:35,1175,46.02,12.21,7.84
22.01.2023 04:30,1175,47.9,12.23,7.84
22.01.2023 04:25,1175,50.26,12.21,7.84
22.01.2023 04:20,1176,49.35,12.23,7.84
22.01.2023 04:15,1177,50.03,12.22,7.83
22.01.2023 04:10,1178,45.2,12.21,7.83
22.01.2023 04:05,1180,67.93,12.22,7.84
22.01.2023 04:00,1181,443.85,12.19,7.84
22.01.2023 03:55,1182,137.11,12.22,7.84
22.01.2023 03:50,1184,129.17,12.19,7.84
22.01.2023 03:45,1185,106.5,12.22,7.84
22.01.2023 03:40,1186,36.7,12.19,7.84
22.01.2023 03:35,1187,133.22,12.18,7.84
22.01.2023 03:30,1188,141.63,12.15,7.84
22.01.2023 03:25,1189,162.01,12.17,7.84
22.01.2023 03:20,1190,179.56,12.16,7.84
22.01.2023 03:15,1190,131.46,12.15,7.84
22.01.2023 03:10,1191,44.95,12.15,7.84
22.01.2023 03:05,1191,31.22,12.15,7.83
22.01.2023 03:00,1192,187.94,12.17,7.83
22.01.2023 02:55,1193,183.9,12.13,7.83
22.01.2023 02:50,1193,170.07,12.14,7.83
22.01.2023 02:45,1194,166.74,12.14,7.83
22.01.2023 02:40,1195,172.28,12.14,7.84
22.01.2023 02:35,1195,165.45,12.14,7.84
22.01.2023 02:30,1196,160.84,12.15,7.83
22.01.2023 02:25,1196,165.9,12.17,7.83
22.01.2023 02:20,1197,167.64,12.15,7.83
22.01.2023 02:15,1198,138.82,12.15,7.83
22.01.2023 02:10,1198,110.31,12.15,7.83
22.01.2023 02:05,1198,97.4,12.16,7.83
22.01.2023 02:00,1197,92.23,12.18,7.83
22.01.2023 01:55,1197,38.58,12.14,7.83
22.01.2023 01:50,1196,33.24,12.14,7.83
22.01.2023 01:45,1195,28.84,12.16,7.83
22.01.2023 01:40,1195,195.66,12.14,7.83
22.01.2023 01:35,1195,181.38,12.17,7.83
22.01.2023 01:30,1194,183.69,12.15,7.82
22.01.2023 01:25,1193,212,12.16,7.83
22.01.2023 01:20,1193,259.21,12.16,7.83
22.01.2023 01:15,1193,49.11,12.16,7.83
22.01.2023 01:10,1194,36.91,12.15,7.83
22.01.2023 01:05,1194,31.6,12.16,7.83
22.01.2023 01:00,1195,186.78,12.16,7.83
22.01.2023 00:55,1196,170.35,12.18,7.83
22.01.2023 00:50,1197,162.76,12.18,7.83
22.01.2023 00:45,1198,119.3,12.17,7.83
22.01.2023 00:40,1198,74.15,12.17,7.83
22.01.2023 00:35,1199,54.94,12.17,7.83
22.01.2023 00:30,1200,342.08,12.19,7.82
22.01.2023 00:25,1200,389.53,12.19,7.82
22.01.2023 00:20,1201,198.12,12.19,7.82
22.01.2023 00:15,1200,134.12,12.16,7.82
22.01.2023 00:10,1200,35.94,12.18,7.82
22.01.2023 00:05,1199,39.42,12.18,7.82
22.01.2023 00:00,1198,192.92,12.19,7.82
21.01.2023 23:55,1197,179.64,12.18,7.82
21.01.2023 23:50,1197,53.67,12.19,7.83
21.01.2023 23:45,1195,140.85,12.18,7.82
21.01.2023 23:40,1194,166.99,12.2,7.82
21.01.2023 23:35,1193,143.44,12.21,7.82
21.01.2023 23:30,1191,96.68,12.21,7.82
21.01.2023 23:25,1190,32.48,12.21,7.82
21.01.2023 23:20,1189,440.32,12.22,7.82
21.01.2023 23:15,1187,171.9,12.24,7.82
21.01.2023 23:10,1186,155.2,12.22,7.82
21.01.2023 23:05,1185,146.57,12.26,7.82
21.01.2023 23:00,1183,123.43,12.25,7.82
21.01.2023 22:55,1182,31.45,12.24,7.82
21.01.2023 22:50,1181,54.83,12.25,7.82
21.01.2023 22:45,1180,764.42,12.28,7.82
21.01.2023 22:40,1179,275.73,12.28,7.82
21.01.2023 22:35,1178,246.72,12.27,7.82
21.01.2023 22:30,1177,197.11,12.28,7.82
21.01.2023 22:25,1176,45.14,12.31,7.82
21.01.2023 22:20,1176,28.7,12.28,7.82
21.01.2023 22:15,1176,26.83,12.31,7.82
21.01.2023 22:10,1175,420.9,12.32,7.83
21.01.2023 22:05,1176,190.42,12.34,7.83
21.01.2023 22:00,1176,184.93,12.34,7.83
21.01.2023 21:55,1176,181.05,12.34,7.83
21.01.2023 21:50,1176,175.54,12.35,7.83
21.01.2023 21:45,1176,153.62,12.36,7.83
21.01.2023 21:40,1177,144.78,12.38,7.83
21.01.2023 21:35,1178,147.84,12.37,7.83
21.01.2023 21:30,1178,132.38,12.37,7.83
21.01.2023 21:25,1178,128.67,12.39,7.83
21.01.2023 21:20,1178,137.08,12.37,7.83
21.01.2023 21:15,1177,152.53,12.39,7.83
21.01.2023 21:10,1176,119.42,12.37,7.83
21.01.2023 21:05,1175,96.78,12.37,7.83
21.01.2023 21:00,1174,95.11,12.41,7.82
21.01.2023 20:55,1173,131.8,12.4,7.82
21.01.2023 20:50,1172,33.55,12.44,7.82
21.01.2023 20:45,1171,23.71,12.43,7.82
21.01.2023 20:40,1169,294.5,12.47,7.82
21.01.2023 20:35,1168,328.37,12.5,7.81
21.01.2023 20:30,1168,403.66,12.48,7.81
21.01.2023 20:25,1167,172.77,12.5,7.81
21.01.2023 20:20,1167,119.29,12.53,7.81
21.01.2023 20:15,1167,102.26,12.52,7.81
21.01.2023 20:10,1167,58.1,12.58,7.81
21.01.2023 20:05,1166,43.44,12.57,7.81
21.01.2023 20:00,1166,398.42,12.57,7.81
21.01.2023 19:55,1166,460.22,12.59,7.81
21.01.2023 19:50,1166,449.53,12.6,7.82
21.01.2023 19:45,1166,94.96,12.6,7.82
21.01.2023 19:40,1166,94.04,12.6,7.82
21.01.2023 19:35,1166,95.21,12.61,7.82
21.01.2023 19:30,1166,90.16,12.61,7.82
21.01.2023 19:25,1166,112.94,12.62,7.82
21.01.2023 19:20,1165,365.7,12.65,7.81
21.01.2023 19:15,1166,364.2,12.63,7.82
21.01.2023 19:10,1166,225.04,12.67,7.82
21.01.2023 19:05,1166,211.16,12.68,7.82
21.01.2023 19:00,1166,219.61,12.68,7.82
21.01.2023 18:55,1166,235.55,12.67,7.82
21.01.2023 18:50,1166,40.12,12.65,7.82
21.01.2023 18:45,1166,31.55,12.68,7.82
21.01.2023 18:40,1166,34.46,12.7,7.82
21.01.2023 18:35,1167,222.88,12.68,7.82
21.01.2023 18:30,1168,210.72,12.68,7.82
21.01.2023 18:25,1167,226.22,12.69,7.82
21.01.2023 18:20,1168,205.88,12.69,7.82
21.01.2023 18:15,1169,154.56,12.67,7.82
21.01.2023 18:10,1169,49.36,12.66,7.82
21.01.2023 18:05,1170,32.98,12.68,7.82
21.01.2023 18:00,1171,688.24,12.69,7.82
21.01.2023 17:55,1172,705.22,12.7,7.82
21.01.2023 17:50,1172,701.44,12.69,7.81
21.01.2023 17:45,1172,671.93,12.69,7.81
21.01.2023 17:40,1173,655.63,12.71,7.81
21.01.2023 17:35,1174,224.14,12.69,7.81
21.01.2023 17:30,1174,176.22,12.72,7.81
21.01.2023 17:25,1174,141.43,12.68,7.81
21.01.2023 17:20,1174,627.02,12.71,7.81
21.01.2023 17:15,1174,584.79,12.69,7.81
21.01.2023 17:10,1173,500.56,12.7,7.81
21.01.2023 17:05,1173,462.62,12.69,7.81
21.01.2023 17:00,1172,229.21,12.67,7.81
21.01.2023 16:55,1172,190.19,12.71,7.81
21.01.2023 16:50,1171,108.99,12.7,7.81
21.01.2023 16:45,1171,298.14,12.71,7.81
21.01.2023 16:40,1170,328.02,12.73,7.81
21.01.2023 16:35,1170,423.58,12.71,7.81
21.01.2023 16:30,1170,192.81,12.71,7.81
21.01.2023 16:25,1169,183.8,12.75,7.81
21.01.2023 16:20,1169,185.63,12.77,7.81
21.01.2023 16:15,1170,192.96,12.76,7.81
21.01.2023 16:10,1171,218.41,12.75,7.81
