"Seade","Mõõtmise aeg","elektrijuhtivus","hägusus","hapnik","pH","Laekumise aeg"
"Muuli VKM","06.12.2023 23:10","980 μS/cm","418.76 NTU","10.9 mg/L","7.65","06.12.2023 23:12"
"Muuli VKM","06.12.2023 23:05","980 μS/cm","407.48 NTU","10.94 mg/L","7.63","06.12.2023 23:07"
"Muuli VKM","06.12.2023 23:00","967 μS/cm","399.59 NTU","10.8 mg/L","7.62","06.12.2023 23:02"
"Muuli VKM","06.12.2023 22:55","967 μS/cm","399.32 NTU","10.8 mg/L","7.62","06.12.2023 22:57"
"Muuli VKM","06.12.2023 22:50","967 μS/cm","399.11 NTU","10.82 mg/L","7.63","06.12.2023 22:52"
"Muuli VKM","06.12.2023 22:45","966 μS/cm","398.98 NTU","10.78 mg/L","7.63","06.12.2023 22:47"
"Muuli VKM","06.12.2023 22:40","965 μS/cm","398.7 NTU","10.82 mg/L","7.63","06.12.2023 22:42"
"Muuli VKM","06.12.2023 22:35","966 μS/cm","398.36 NTU","10.83 mg/L","7.64","06.12.2023 22:37"
"Muuli VKM","06.12.2023 22:30","966 μS/cm","397.76 NTU","10.86 mg/L","7.64","06.12.2023 22:32"
"Muuli VKM","06.12.2023 22:25","966 μS/cm","397.22 NTU","10.87 mg/L","7.65","06.12.2023 22:27"
"Muuli VKM","06.12.2023 22:20","965 μS/cm","396.54 NTU","10.88 mg/L","7.65","06.12.2023 22:22"
"Muuli VKM","06.12.2023 22:15","965 μS/cm","395.78 NTU","10.89 mg/L","7.66","06.12.2023 22:17"
"Muuli VKM","06.12.2023 22:10","965 μS/cm","394.99 NTU","10.89 mg/L","7.66","06.12.2023 22:12"
"Muuli VKM","06.12.2023 22:05","964 μS/cm","394.36 NTU","10.9 mg/L","7.66","06.12.2023 22:07"
"Muuli VKM","06.12.2023 22:00","963 μS/cm","391.72 NTU","10.89 mg/L","7.67","06.12.2023 22:02"
"Muuli VKM","06.12.2023 21:55","959 μS/cm","401.65 NTU","10.95 mg/L","7.67","06.12.2023 21:57"
"Muuli VKM","06.12.2023 21:50","953 μS/cm","420.5 NTU","10.94 mg/L","7.67","06.12.2023 21:52"
"Muuli VKM","06.12.2023 21:45","946 μS/cm","420.32 NTU","10.99 mg/L","7.68","06.12.2023 21:47"
"Muuli VKM","06.12.2023 21:40","939 μS/cm","420.32 NTU","10.95 mg/L","7.68","06.12.2023 21:42"
"Muuli VKM","06.12.2023 21:35","932 μS/cm","420.22 NTU","10.96 mg/L","7.68","06.12.2023 21:37"
"Muuli VKM","06.12.2023 21:30","925 μS/cm","420.28 NTU","11.01 mg/L","7.68","06.12.2023 21:32"
"Muuli VKM","06.12.2023 21:25","919 μS/cm","420.33 NTU","11.03 mg/L","7.68","06.12.2023 21:27"
"Muuli VKM","06.12.2023 21:20","912 μS/cm","420.36 NTU","11.02 mg/L","7.68","06.12.2023 21:22"
"Muuli VKM","06.12.2023 21:15","905 μS/cm","420.11 NTU","11.04 mg/L","7.66","06.12.2023 21:17"
"Muuli VKM","06.12.2023 21:10","898 μS/cm","421.83 NTU","11.06 mg/L","7.64","06.12.2023 21:12"
"Muuli VKM","06.12.2023 21:05","895 μS/cm","410.77 NTU","11.02 mg/L","7.65","06.12.2023 21:07"
"Muuli VKM","06.12.2023 21:00","880 μS/cm","390.76 NTU","10.86 mg/L","7.65","06.12.2023 21:02"
"Muuli VKM","06.12.2023 20:55","880 μS/cm","389.66 NTU","10.85 mg/L","7.66","06.12.2023 20:57"
"Muuli VKM","06.12.2023 20:50","879 μS/cm","388.41 NTU","10.85 mg/L","7.66","06.12.2023 20:52"
"Muuli VKM","06.12.2023 20:45","879 μS/cm","387.16 NTU","10.88 mg/L","7.66","06.12.2023 20:47"
"Muuli VKM","06.12.2023 20:40","879 μS/cm","385.84 NTU","10.9 mg/L","7.67","06.12.2023 20:42"
"Muuli VKM","06.12.2023 20:35","878 μS/cm","384.57 NTU","10.91 mg/L","7.67","06.12.2023 20:37"
"Muuli VKM","06.12.2023 20:30","878 μS/cm","383.3 NTU","10.93 mg/L","7.67","06.12.2023 20:32"
"Muuli VKM","06.12.2023 20:25","878 μS/cm","381.89 NTU","10.93 mg/L","7.67","06.12.2023 20:27"
"Muuli VKM","06.12.2023 20:20","877 μS/cm","380.49 NTU","10.91 mg/L","7.68","06.12.2023 20:22"
"Muuli VKM","06.12.2023 20:15","877 μS/cm","379.1 NTU","10.93 mg/L","7.68","06.12.2023 20:17"
"Muuli VKM","06.12.2023 20:10","877 μS/cm","377.62 NTU","10.93 mg/L","7.68","06.12.2023 20:12"
"Muuli VKM","06.12.2023 20:05","876 μS/cm","376.43 NTU","10.95 mg/L","7.69","06.12.2023 20:07"
"Muuli VKM","06.12.2023 20:00","876 μS/cm","373.24 NTU","10.99 mg/L","7.69","06.12.2023 20:02"
"Muuli VKM","06.12.2023 19:55","875 μS/cm","366.49 NTU","11 mg/L","7.69","06.12.2023 19:57"
"Muuli VKM","06.12.2023 19:50","875 μS/cm","376.45 NTU","10.98 mg/L","7.69","06.12.2023 19:52"
"Muuli VKM","06.12.2023 19:45","876 μS/cm","390.38 NTU","11.01 mg/L","7.69","06.12.2023 19:47"
"Muuli VKM","06.12.2023 19:40","878 μS/cm","391.95 NTU","11.04 mg/L","7.69","06.12.2023 19:42"
"Muuli VKM","06.12.2023 19:35","880 μS/cm","393.63 NTU","11.04 mg/L","7.69","06.12.2023 19:37"
"Muuli VKM","06.12.2023 19:30","882 μS/cm","395.43 NTU","11.05 mg/L","7.69","06.12.2023 19:32"
"Muuli VKM","06.12.2023 19:25","884 μS/cm","397.42 NTU","11.05 mg/L","7.68","06.12.2023 19:27"
"Muuli VKM","06.12.2023 19:20","886 μS/cm","399.76 NTU","11.08 mg/L","7.68","06.12.2023 19:22"
"Muuli VKM","06.12.2023 19:15","887 μS/cm","402.06 NTU","11.08 mg/L","7.66","06.12.2023 19:17"
"Muuli VKM","06.12.2023 19:10","890 μS/cm","406.51 NTU","11.09 mg/L","7.64","06.12.2023 19:12"
"Muuli VKM","06.12.2023 19:05","894 μS/cm","414.54 NTU","11.11 mg/L","7.62","06.12.2023 19:07"
"Muuli VKM","06.12.2023 19:00","883 μS/cm","405.87 NTU","10.93 mg/L","7.61","06.12.2023 19:02"
"Muuli VKM","06.12.2023 18:55","883 μS/cm","393.38 NTU","10.95 mg/L","7.61","06.12.2023 18:57"
"Muuli VKM","06.12.2023 18:50","882 μS/cm","393.2 NTU","10.97 mg/L","7.61","06.12.2023 18:52"
"Muuli VKM","06.12.2023 18:45","882 μS/cm","392.54 NTU","10.96 mg/L","7.62","06.12.2023 18:47"
"Muuli VKM","06.12.2023 18:40","882 μS/cm","391.61 NTU","10.96 mg/L","7.62","06.12.2023 18:42"
"Muuli VKM","06.12.2023 18:35","882 μS/cm","390.38 NTU","10.99 mg/L","7.62","06.12.2023 18:37"
"Muuli VKM","06.12.2023 18:30","881 μS/cm","388.93 NTU","11 mg/L","7.63","06.12.2023 18:32"
"Muuli VKM","06.12.2023 18:25","881 μS/cm","387.29 NTU","11.02 mg/L","7.63","06.12.2023 18:27"
"Muuli VKM","06.12.2023 18:20","881 μS/cm","385.64 NTU","11.02 mg/L","7.63","06.12.2023 18:22"
"Muuli VKM","06.12.2023 18:15","881 μS/cm","383.89 NTU","11.04 mg/L","7.64","06.12.2023 18:17"
"Muuli VKM","06.12.2023 18:10","880 μS/cm","382.02 NTU","11.04 mg/L","7.64","06.12.2023 18:12"
"Muuli VKM","06.12.2023 18:05","879 μS/cm","380.13 NTU","11.06 mg/L","7.64","06.12.2023 18:07"
"Muuli VKM","06.12.2023 18:00","879 μS/cm","385.73 NTU","11.03 mg/L","7.65","06.12.2023 18:02"
"Muuli VKM","06.12.2023 17:55","880 μS/cm","381.76 NTU","11.08 mg/L","7.65","06.12.2023 17:57"
"Muuli VKM","06.12.2023 17:50","881 μS/cm","387.68 NTU","11.08 mg/L","7.65","06.12.2023 17:52"
"Muuli VKM","06.12.2023 17:45","884 μS/cm","389.52 NTU","11.11 mg/L","7.66","06.12.2023 17:47"
"Muuli VKM","06.12.2023 17:40","887 μS/cm","391.62 NTU","11.05 mg/L","7.66","06.12.2023 17:42"
"Muuli VKM","06.12.2023 17:35","888 μS/cm","393.99 NTU","11.11 mg/L","7.66","06.12.2023 17:37"
"Muuli VKM","06.12.2023 17:30","892 μS/cm","396.4 NTU","11.09 mg/L","7.66","06.12.2023 17:32"
"Muuli VKM","06.12.2023 17:25","894 μS/cm","398.86 NTU","11.1 mg/L","7.66","06.12.2023 17:27"
"Muuli VKM","06.12.2023 17:20","896 μS/cm","401.47 NTU","11.15 mg/L","7.65","06.12.2023 17:22"
"Muuli VKM","06.12.2023 17:15","898 μS/cm","404.1 NTU","11.15 mg/L","7.64","06.12.2023 17:17"
"Muuli VKM","06.12.2023 17:10","899 μS/cm","399.25 NTU","11.14 mg/L","7.62","06.12.2023 17:12"
"Muuli VKM","06.12.2023 17:05","899 μS/cm","404.47 NTU","11.1 mg/L","7.6","06.12.2023 17:07"
"Muuli VKM","06.12.2023 17:00","888 μS/cm","399.95 NTU","10.92 mg/L","7.59","06.12.2023 17:02"
"Muuli VKM","06.12.2023 16:55","887 μS/cm","400.01 NTU","10.94 mg/L","7.6","06.12.2023 16:57"
"Muuli VKM","06.12.2023 16:50","887 μS/cm","399.89 NTU","10.93 mg/L","7.6","06.12.2023 16:52"
"Muuli VKM","06.12.2023 16:45","887 μS/cm","399.78 NTU","10.96 mg/L","7.6","06.12.2023 16:47"
"Muuli VKM","06.12.2023 16:40","887 μS/cm","399.58 NTU","10.96 mg/L","7.61","06.12.2023 16:42"
"Muuli VKM","06.12.2023 16:35","887 μS/cm","399.51 NTU","10.98 mg/L","7.61","06.12.2023 16:37"
"Muuli VKM","06.12.2023 16:30","886 μS/cm","399.28 NTU","10.98 mg/L","7.61","06.12.2023 16:32"
"Muuli VKM","06.12.2023 16:25","887 μS/cm","398.91 NTU","10.99 mg/L","7.62","06.12.2023 16:27"
"Muuli VKM","06.12.2023 16:20","887 μS/cm","398.58 NTU","11.03 mg/L","7.62","06.12.2023 16:22"
"Muuli VKM","06.12.2023 16:15","886 μS/cm","398.23 NTU","11 mg/L","7.62","06.12.2023 16:17"
"Muuli VKM","06.12.2023 16:10","886 μS/cm","398.14 NTU","11.04 mg/L","7.63","06.12.2023 16:12"
"Muuli VKM","06.12.2023 16:05","886 μS/cm","399.29 NTU","11.04 mg/L","7.63","06.12.2023 16:07"
"Muuli VKM","06.12.2023 16:00","886 μS/cm","398.8 NTU","11.04 mg/L","7.63","06.12.2023 16:02"
"Muuli VKM","06.12.2023 15:55","887 μS/cm","408.1 NTU","11.1 mg/L","7.64","06.12.2023 15:57"
"Muuli VKM","06.12.2023 15:50","890 μS/cm","406.77 NTU","11.08 mg/L","7.64","06.12.2023 15:52"
"Muuli VKM","06.12.2023 15:45","895 μS/cm","403.51 NTU","11.07 mg/L","7.64","06.12.2023 15:47"
"Muuli VKM","06.12.2023 15:40","902 μS/cm","400.42 NTU","11.08 mg/L","7.64","06.12.2023 15:42"
"Muuli VKM","06.12.2023 15:35","907 μS/cm","397.32 NTU","11.07 mg/L","7.64","06.12.2023 15:37"
"Muuli VKM","06.12.2023 15:30","912 μS/cm","394.37 NTU","11.09 mg/L","7.65","06.12.2023 15:32"
"Muuli VKM","06.12.2023 15:25","918 μS/cm","391.55 NTU","11.14 mg/L","7.64","06.12.2023 15:27"
"Muuli VKM","06.12.2023 15:20","923 μS/cm","388.52 NTU","11.14 mg/L","7.64","06.12.2023 15:22"
"Muuli VKM","06.12.2023 15:15","928 μS/cm","383.97 NTU","11.14 mg/L","7.63","06.12.2023 15:17"
"Muuli VKM","06.12.2023 15:10","932 μS/cm","380.93 NTU","11.12 mg/L","7.62","06.12.2023 15:12"
"Muuli VKM","06.12.2023 15:05","935 μS/cm","367.89 NTU","11.08 mg/L","7.59","06.12.2023 15:07"
"Muuli VKM","06.12.2023 15:00","921 μS/cm","365.36 NTU","10.88 mg/L","7.57","06.12.2023 15:02"
"Muuli VKM","06.12.2023 14:55","922 μS/cm","364.57 NTU","10.91 mg/L","7.57","06.12.2023 14:57"
"Muuli VKM","06.12.2023 14:50","922 μS/cm","363.56 NTU","10.9 mg/L","7.58","06.12.2023 14:52"
"Muuli VKM","06.12.2023 14:45","922 μS/cm","362.5 NTU","10.93 mg/L","7.58","06.12.2023 14:47"
"Muuli VKM","06.12.2023 14:40","922 μS/cm","361.2 NTU","10.94 mg/L","7.58","06.12.2023 14:42"
"Muuli VKM","06.12.2023 14:35","922 μS/cm","359.71 NTU","10.94 mg/L","7.59","06.12.2023 14:37"
"Muuli VKM","06.12.2023 14:30","922 μS/cm","357.99 NTU","10.98 mg/L","7.59","06.12.2023 14:32"
"Muuli VKM","06.12.2023 14:25","923 μS/cm","356.11 NTU","10.98 mg/L","7.6","06.12.2023 14:27"
"Muuli VKM","06.12.2023 14:20","923 μS/cm","354.2 NTU","10.99 mg/L","7.6","06.12.2023 14:22"
"Muuli VKM","06.12.2023 14:15","923 μS/cm","352.07 NTU","10.99 mg/L","7.6","06.12.2023 14:17"
"Muuli VKM","06.12.2023 14:10","923 μS/cm","349.5 NTU","11.01 mg/L","7.61","06.12.2023 14:12"
"Muuli VKM","06.12.2023 14:05","924 μS/cm","344.33 NTU","11.03 mg/L","7.61","06.12.2023 14:07"
"Muuli VKM","06.12.2023 14:00","924 μS/cm","342.28 NTU","11.07 mg/L","7.61","06.12.2023 14:02"
"Muuli VKM","06.12.2023 13:55","927 μS/cm","347.76 NTU","11.07 mg/L","7.62","06.12.2023 13:57"
"Muuli VKM","06.12.2023 13:50","933 μS/cm","370.78 NTU","11.09 mg/L","7.62","06.12.2023 13:52"
"Muuli VKM","06.12.2023 13:45","941 μS/cm","374.4 NTU","11.08 mg/L","7.62","06.12.2023 13:47"
"Muuli VKM","06.12.2023 13:40","948 μS/cm","378.15 NTU","11.08 mg/L","7.62","06.12.2023 13:42"
"Muuli VKM","06.12.2023 13:35","956 μS/cm","382.3 NTU","11.13 mg/L","7.63","06.12.2023 13:37"
"Muuli VKM","06.12.2023 13:30","965 μS/cm","386.66 NTU","11.15 mg/L","7.63","06.12.2023 13:32"
"Muuli VKM","06.12.2023 13:25","973 μS/cm","391.29 NTU","11.14 mg/L","7.63","06.12.2023 13:27"
"Muuli VKM","06.12.2023 13:20","982 μS/cm","396.42 NTU","11.18 mg/L","7.63","06.12.2023 13:22"
"Muuli VKM","06.12.2023 13:15","992 μS/cm","404.22 NTU","11.21 mg/L","7.64","06.12.2023 13:17"
"Muuli VKM","06.12.2023 13:10","1001 μS/cm","409.02 NTU","11.18 mg/L","7.63","06.12.2023 13:12"
"Muuli VKM","06.12.2023 13:05","1006 μS/cm","406.32 NTU","11.17 mg/L","7.61","06.12.2023 13:07"
"Muuli VKM","06.12.2023 13:00","990 μS/cm","386.22 NTU","10.94 mg/L","7.6","06.12.2023 13:02"
"Muuli VKM","06.12.2023 12:55","992 μS/cm","385.61 NTU","10.98 mg/L","7.6","06.12.2023 12:57"
"Muuli VKM","06.12.2023 12:50","993 μS/cm","384.9 NTU","10.96 mg/L","7.6","06.12.2023 12:52"
"Muuli VKM","06.12.2023 12:45","995 μS/cm","384.14 NTU","10.95 mg/L","7.61","06.12.2023 12:47"
"Muuli VKM","06.12.2023 12:40","996 μS/cm","383.36 NTU","10.97 mg/L","7.61","06.12.2023 12:42"
"Muuli VKM","06.12.2023 12:35","998 μS/cm","382.7 NTU","11.01 mg/L","7.62","06.12.2023 12:37"
"Muuli VKM","06.12.2023 12:30","1000 μS/cm","382.08 NTU","10.99 mg/L","7.62","06.12.2023 12:32"
"Muuli VKM","06.12.2023 12:25","1001 μS/cm","381.59 NTU","10.99 mg/L","7.62","06.12.2023 12:27"
"Muuli VKM","06.12.2023 12:20","1002 μS/cm","381.14 NTU","11.04 mg/L","7.63","06.12.2023 12:22"
"Muuli VKM","06.12.2023 12:15","1003 μS/cm","380.7 NTU","11.03 mg/L","7.63","06.12.2023 12:17"
"Muuli VKM","06.12.2023 12:10","1004 μS/cm","380.29 NTU","11.06 mg/L","7.63","06.12.2023 12:12"
"Muuli VKM","06.12.2023 12:05","1004 μS/cm","379.97 NTU","11.03 mg/L","7.64","06.12.2023 12:07"
"Muuli VKM","06.12.2023 12:00","1007 μS/cm","391.47 NTU","11.07 mg/L","7.64","06.12.2023 12:02"
"Muuli VKM","06.12.2023 11:55","1013 μS/cm","394.16 NTU","11.08 mg/L","7.65","06.12.2023 11:57"
"Muuli VKM","06.12.2023 11:50","1021 μS/cm","395.16 NTU","11.09 mg/L","7.65","06.12.2023 11:52"
"Muuli VKM","06.12.2023 11:45","1030 μS/cm","393.21 NTU","11.1 mg/L","7.65","06.12.2023 11:47"
"Muuli VKM","06.12.2023 11:40","1038 μS/cm","391.3 NTU","11.09 mg/L","7.66","06.12.2023 11:42"
"Muuli VKM","06.12.2023 11:35","1047 μS/cm","389.41 NTU","11.12 mg/L","7.66","06.12.2023 11:37"
"Muuli VKM","06.12.2023 11:30","1054 μS/cm","387.59 NTU","11.12 mg/L","7.66","06.12.2023 11:32"
"Muuli VKM","06.12.2023 11:25","1061 μS/cm","385.85 NTU","11.15 mg/L","7.67","06.12.2023 11:27"
"Muuli VKM","06.12.2023 11:20","1066 μS/cm","384.15 NTU","11.17 mg/L","7.67","06.12.2023 11:22"
"Muuli VKM","06.12.2023 11:15","1071 μS/cm","382.3 NTU","11.12 mg/L","7.66","06.12.2023 11:17"
"Muuli VKM","06.12.2023 11:10","1071 μS/cm","368.84 NTU","11.13 mg/L","7.65","06.12.2023 11:12"
"Muuli VKM","06.12.2023 11:05","1067 μS/cm","364.09 NTU","11.1 mg/L","7.61","06.12.2023 11:07"
"Muuli VKM","06.12.2023 11:00","1027 μS/cm","361.17 NTU","10.69 mg/L","7.57","06.12.2023 11:02"
"Muuli VKM","06.12.2023 10:55","1022 μS/cm","361.06 NTU","10.71 mg/L","7.58","06.12.2023 10:57"
"Muuli VKM","06.12.2023 10:50","1016 μS/cm","360.92 NTU","10.69 mg/L","7.58","06.12.2023 10:52"
"Muuli VKM","06.12.2023 10:45","1011 μS/cm","360.65 NTU","10.73 mg/L","7.58","06.12.2023 10:47"
"Muuli VKM","06.12.2023 10:40","1005 μS/cm","360.27 NTU","10.72 mg/L","7.59","06.12.2023 10:42"
"Muuli VKM","06.12.2023 10:35","998 μS/cm","359.64 NTU","10.76 mg/L","7.59","06.12.2023 10:37"
"Muuli VKM","06.12.2023 10:30","992 μS/cm","358.49 NTU","10.75 mg/L","7.59","06.12.2023 10:32"
"Muuli VKM","06.12.2023 10:25","985 μS/cm","357.43 NTU","10.77 mg/L","7.6","06.12.2023 10:27"
"Muuli VKM","06.12.2023 10:20","978 μS/cm","356.19 NTU","10.75 mg/L","7.6","06.12.2023 10:22"
"Muuli VKM","06.12.2023 10:15","971 μS/cm","354.98 NTU","10.77 mg/L","7.6","06.12.2023 10:17"
"Muuli VKM","06.12.2023 10:10","964 μS/cm","353.74 NTU","10.79 mg/L","7.61","06.12.2023 10:12"
"Muuli VKM","06.12.2023 10:05","956 μS/cm","352.88 NTU","10.8 mg/L","7.61","06.12.2023 10:07"
"Muuli VKM","06.12.2023 10:00","947 μS/cm","355.96 NTU","10.81 mg/L","7.61","06.12.2023 10:02"
"Muuli VKM","06.12.2023 09:55","934 μS/cm","360.1 NTU","10.84 mg/L","7.61","06.12.2023 09:57"
"Muuli VKM","06.12.2023 09:50","920 μS/cm","373.78 NTU","10.81 mg/L","7.61","06.12.2023 09:52"
"Muuli VKM","06.12.2023 09:45","907 μS/cm","373.53 NTU","10.85 mg/L","7.62","06.12.2023 09:47"
"Muuli VKM","06.12.2023 09:40","894 μS/cm","373.73 NTU","10.83 mg/L","7.62","06.12.2023 09:42"
"Muuli VKM","06.12.2023 09:35","882 μS/cm","373.92 NTU","10.89 mg/L","7.61","06.12.2023 09:37"
"Muuli VKM","06.12.2023 09:30","872 μS/cm","374.27 NTU","10.89 mg/L","7.61","06.12.2023 09:32"
"Muuli VKM","06.12.2023 09:25","861 μS/cm","374.52 NTU","10.89 mg/L","7.6","06.12.2023 09:27"
"Muuli VKM","06.12.2023 09:20","851 μS/cm","374.82 NTU","10.91 mg/L","7.59","06.12.2023 09:22"
"Muuli VKM","06.12.2023 09:15","843 μS/cm","374.82 NTU","10.96 mg/L","7.58","06.12.2023 09:17"
"Muuli VKM","06.12.2023 09:10","840 μS/cm","370.84 NTU","10.99 mg/L","7.57","06.12.2023 09:12"
"Muuli VKM","06.12.2023 09:05","842 μS/cm","365.86 NTU","11.01 mg/L","7.58","06.12.2023 09:07"
"Muuli VKM","06.12.2023 09:00","842 μS/cm","351.48 NTU","10.95 mg/L","7.59","06.12.2023 09:02"
"Muuli VKM","06.12.2023 08:55","841 μS/cm","351.29 NTU","10.93 mg/L","7.59","06.12.2023 08:57"
"Muuli VKM","06.12.2023 08:50","841 μS/cm","351.03 NTU","10.96 mg/L","7.59","06.12.2023 08:52"
"Muuli VKM","06.12.2023 08:45","842 μS/cm","350.79 NTU","10.97 mg/L","7.6","06.12.2023 08:47"
"Muuli VKM","06.12.2023 08:40","841 μS/cm","350.41 NTU","10.97 mg/L","7.6","06.12.2023 08:42"
"Muuli VKM","06.12.2023 08:35","841 μS/cm","350.24 NTU","11 mg/L","7.61","06.12.2023 08:37"
"Muuli VKM","06.12.2023 08:30","840 μS/cm","349.94 NTU","10.99 mg/L","7.61","06.12.2023 08:32"
"Muuli VKM","06.12.2023 08:25","841 μS/cm","349.58 NTU","11.02 mg/L","7.62","06.12.2023 08:27"
"Muuli VKM","06.12.2023 08:20","840 μS/cm","349.24 NTU","11.03 mg/L","7.62","06.12.2023 08:22"
"Muuli VKM","06.12.2023 08:15","841 μS/cm","349.02 NTU","11 mg/L","7.63","06.12.2023 08:17"
"Muuli VKM","06.12.2023 08:10","840 μS/cm","348.77 NTU","11.03 mg/L","7.63","06.12.2023 08:12"
"Muuli VKM","06.12.2023 08:05","840 μS/cm","349.81 NTU","11.03 mg/L","7.63","06.12.2023 08:07"
"Muuli VKM","06.12.2023 08:00","840 μS/cm","360.95 NTU","11.04 mg/L","7.64","06.12.2023 08:02"
"Muuli VKM","06.12.2023 07:55","841 μS/cm","370.77 NTU","11.04 mg/L","7.64","06.12.2023 07:57"
"Muuli VKM","06.12.2023 07:50","844 μS/cm","382.51 NTU","11.06 mg/L","7.64","06.12.2023 07:52"
"Muuli VKM","06.12.2023 07:45","848 μS/cm","383.69 NTU","11.06 mg/L","7.64","06.12.2023 07:47"
"Muuli VKM","06.12.2023 07:40","851 μS/cm","384.66 NTU","11.09 mg/L","7.65","06.12.2023 07:42"
"Muuli VKM","06.12.2023 07:35","855 μS/cm","385.77 NTU","11.1 mg/L","7.65","06.12.2023 07:37"
"Muuli VKM","06.12.2023 07:30","859 μS/cm","386.8 NTU","11.1 mg/L","7.65","06.12.2023 07:32"
"Muuli VKM","06.12.2023 07:25","863 μS/cm","387.71 NTU","11.12 mg/L","7.64","06.12.2023 07:27"
"Muuli VKM","06.12.2023 07:20","866 μS/cm","388.68 NTU","11.13 mg/L","7.64","06.12.2023 07:22"
"Muuli VKM","06.12.2023 07:15","869 μS/cm","388.34 NTU","11.12 mg/L","7.63","06.12.2023 07:17"
"Muuli VKM","06.12.2023 07:10","871 μS/cm","377.89 NTU","11.08 mg/L","7.61","06.12.2023 07:12"
"Muuli VKM","06.12.2023 07:05","872 μS/cm","368.87 NTU","11.06 mg/L","7.59","06.12.2023 07:07"
"Muuli VKM","06.12.2023 07:00","853 μS/cm","358.14 NTU","10.8 mg/L","7.56","06.12.2023 07:02"
"Muuli VKM","06.12.2023 06:55","853 μS/cm","357.86 NTU","10.8 mg/L","7.57","06.12.2023 06:57"
"Muuli VKM","06.12.2023 06:50","853 μS/cm","357.66 NTU","10.81 mg/L","7.57","06.12.2023 06:52"
"Muuli VKM","06.12.2023 06:45","853 μS/cm","357.49 NTU","10.82 mg/L","7.58","06.12.2023 06:47"
"Muuli VKM","06.12.2023 06:40","852 μS/cm","357.38 NTU","10.84 mg/L","7.58","06.12.2023 06:42"
"Muuli VKM","06.12.2023 06:35","852 μS/cm","357.3 NTU","10.84 mg/L","7.58","06.12.2023 06:37"
"Muuli VKM","06.12.2023 06:30","851 μS/cm","356.99 NTU","10.85 mg/L","7.59","06.12.2023 06:32"
"Muuli VKM","06.12.2023 06:25","851 μS/cm","356.23 NTU","10.87 mg/L","7.59","06.12.2023 06:27"
"Muuli VKM","06.12.2023 06:20","852 μS/cm","355.62 NTU","10.89 mg/L","7.6","06.12.2023 06:22"
"Muuli VKM","06.12.2023 06:15","851 μS/cm","354.99 NTU","10.87 mg/L","7.6","06.12.2023 06:17"
"Muuli VKM","06.12.2023 06:10","851 μS/cm","354.08 NTU","10.9 mg/L","7.61","06.12.2023 06:12"
"Muuli VKM","06.12.2023 06:05","850 μS/cm","353.43 NTU","10.91 mg/L","7.61","06.12.2023 06:07"
"Muuli VKM","06.12.2023 06:00","850 μS/cm","359.64 NTU","10.92 mg/L","7.61","06.12.2023 06:02"
"Muuli VKM","06.12.2023 05:55","851 μS/cm","363.85 NTU","10.95 mg/L","7.62","06.12.2023 05:57"
"Muuli VKM","06.12.2023 05:50","853 μS/cm","375.86 NTU","10.97 mg/L","7.62","06.12.2023 05:52"
"Muuli VKM","06.12.2023 05:45","856 μS/cm","376.5 NTU","10.94 mg/L","7.62","06.12.2023 05:47"
"Muuli VKM","06.12.2023 05:40","860 μS/cm","377.33 NTU","10.95 mg/L","7.62","06.12.2023 05:42"
"Muuli VKM","06.12.2023 05:35","863 μS/cm","378.64 NTU","11 mg/L","7.62","06.12.2023 05:37"
"Muuli VKM","06.12.2023 05:30","867 μS/cm","379.91 NTU","11.01 mg/L","7.62","06.12.2023 05:32"
"Muuli VKM","06.12.2023 05:25","870 μS/cm","381.23 NTU","11.01 mg/L","7.62","06.12.2023 05:27"
"Muuli VKM","06.12.2023 05:20","873 μS/cm","382.87 NTU","10.99 mg/L","7.61","06.12.2023 05:22"
"Muuli VKM","06.12.2023 05:15","876 μS/cm","384.19 NTU","11.01 mg/L","7.6","06.12.2023 05:17"
"Muuli VKM","06.12.2023 05:10","878 μS/cm","378.76 NTU","10.96 mg/L","7.58","06.12.2023 05:12"
"Muuli VKM","06.12.2023 05:05","878 μS/cm","375.23 NTU","10.95 mg/L","7.56","06.12.2023 05:07"
"Muuli VKM","06.12.2023 05:00","865 μS/cm","363.91 NTU","10.71 mg/L","7.54","06.12.2023 05:02"
"Muuli VKM","06.12.2023 04:55","864 μS/cm","364.01 NTU","10.73 mg/L","7.55","06.12.2023 04:57"
"Muuli VKM","06.12.2023 04:50","864 μS/cm","364.1 NTU","10.75 mg/L","7.55","06.12.2023 04:52"
"Muuli VKM","06.12.2023 04:45","864 μS/cm","364.1 NTU","10.75 mg/L","7.56","06.12.2023 04:47"
"Muuli VKM","06.12.2023 04:40","864 μS/cm","363.97 NTU","10.77 mg/L","7.56","06.12.2023 04:42"
"Muuli VKM","06.12.2023 04:35","864 μS/cm","363.66 NTU","10.76 mg/L","7.57","06.12.2023 04:37"
"Muuli VKM","06.12.2023 04:30","863 μS/cm","363.31 NTU","10.77 mg/L","7.57","06.12.2023 04:32"
"Muuli VKM","06.12.2023 04:25","863 μS/cm","363.24 NTU","10.81 mg/L","7.58","06.12.2023 04:27"
"Muuli VKM","06.12.2023 04:20","863 μS/cm","363 NTU","10.82 mg/L","7.58","06.12.2023 04:22"
"Muuli VKM","06.12.2023 04:15","863 μS/cm","362.78 NTU","10.82 mg/L","7.58","06.12.2023 04:17"
